7.380983526843283293e-01,4.721946270959059833e-01,2.059801392729068148e-01,8.800527055775620999e-01,3.942771263457922615e-02,3.748731973032753961e-01,3.308365442673995016e-01,1.282745362344789308e-01,5.727453109041719115e-01,8.446059482777577010e-01,6.060095321287757297e-01,1.929909074994392570e-01,6.846750026429464508e-01,3.759738293100990392e-01,4.447497482146236525e-01,2.227505919993056915e-01,9.244411941282836276e-01,3.444787047300041927e-01,9.402688508982766091e-01,9.381915640520310795e-01,6.087374483476284404e-01,9.895225989872485917e-01,3.692850426261315988e-01,5.611727672334653194e-01,1.033917253774206957e-01
1.145986234413888250e-01,1.488860121507651346e-02,3.504577102317247839e-01,4.763289024820394069e-02,9.991849017620113571e-02,6.209522868831306441e-01,1.091330080898649246e-01,3.490387081494995547e-01,5.601172786146663141e-01,4.508134860341280747e-01,7.546620104432227860e-01,8.533153157420612089e-01,8.069756512263437376e-01,8.906493476233612316e-01,4.405614308113208200e-01,4.578451219455078602e-01,6.486684249240370903e-03,5.064362382982293687e-01,9.160763101830956545e-01,1.258165882610873254e-01,2.523131131956836137e-01,6.387505368801029704e-01,4.027414375023470328e-01,7.847519695564434405e-01,4.644717802294086040e-01
3.692721341876795682e-01,7.327854763840280228e-01,1.808080155725771965e-01,1.192705708752770377e-01,4.245156279527214638e-01,4.384321484723193718e-01,4.339819650462529710e-01,1.808833106067490037e-01,7.640960793459757872e-01,3.847144926250830599e-01,4.094671751692940953e-01,3.054428880247062050e-02,9.849252499065204169e-01,7.899533592718485098e-01,2.798185662217225200e-01,4.084715906025719878e-01,6.427623254067353908e-01,8.052012997101775094e-01,1.448115722515219694e-02,9.083449026259693415e-01,6.510616786068101902e-01,5.093579525365768967e-01,4.070306204246675330e-01,5.200794572910496516e-01,7.026753228001806351e-01
6.803942783772236602e-01,4.361365920961832732e-01,7.016677140706591986e-01,6.864717572637420995e-01,6.061845530458133124e-01,1.090187997117436636e-01,6.303596308096944822e-01,6.947313131420818078e-01,8.753615323004065862e-01,2.668292848529406625e-01,6.352723056721947259e-01,5.893296899033199088e-01,2.339109539151797978e-01,9.753831386077993493e-02,3.511822266706103868e-01,2.389110009744954688e-02,9.047200414069814789e-01,9.586438496064479953e-01,7.710121867118456818e-01,8.033709733521865459e-02,2.579445685550012524e-01,6.763116455107227587e-01,9.026696037559998054e-01,8.189596747365931462e-01,5.741454605508292675e-01
8.616506226246941624e-01,4.430933005970394412e-02,7.014448492721956363e-01,9.875064015166328257e-01,5.959020283734298706e-01,8.688340997910092289e-01,7.525614836694107801e-01,1.766872247655806305e-01,2.454699812785131607e-01,5.720895253503712752e-01,6.194972527271591645e-02,3.349815963231318472e-01,4.013809030411775725e-01,5.332739112778420720e-01,5.071867259618585422e-01,7.496473606889753061e-02,3.053352535506127508e-01,5.974329310142711957e-01,5.475447036585817662e-01,2.518898514782635933e-01,7.183402428648129057e-01,6.459268414582706175e-01,7.835902543015568211e-01,2.722863225755267624e-02,6.997691945100852351e-01
9.794242154198521400e-01,1.632097517979305135e-01,1.505351184369208006e-01,4.785784918309587965e-01,7.932826061762945358e-01,5.563178982928781435e-01,6.025577378216495639e-01,1.083807415412570974e-01,2.064154351572922153e-01,2.255842606958000651e-01,4.024508002041354837e-01,2.677628646748010377e-01,6.731894365919588452e-01,2.195097863651559456e-01,9.843285896080411490e-02,3.426166651871257463e-01,2.932760644348936241e-01,4.417548112634033242e-01,8.555567102133382340e-01,8.011356254603706484e-01,1.954818564783432633e-01,5.339269809074019824e-01,7.967059441069024306e-01,7.316986292628268052e-01,3.369312133071982185e-01
5.311814708449981159e-01,5.248779419708206051e-01,4.269241545690122264e-01,8.756208234248272770e-01,1.607301176161674006e-01,3.319534928250128525e-01,1.006855443353285029e-01,6.715060665448352450e-01,5.532123922784291103e-01,9.576501378548291088e-01,8.254547765246993407e-01,7.849169350012048518e-01,7.229699575042587423e-01,1.489866412853416699e-01,1.446804655106499471e-01,8.454451798147689656e-01,9.946249894173005979e-01,4.928018490156629294e-01,6.771842529049482140e-01,4.821493480459977388e-01,8.034746310668401392e-01,1.018905264506029251e-01,9.002277523765404021e-01,5.913280528921935897e-01,2.214160697769234076e-01
6.241090039812198231e-01,7.798973011804942734e-01,2.073471551462783280e-01,3.594568483727326180e-01,4.074021233175008083e-01,8.687733295479997953e-01,5.185918250023523468e-01,9.737273084513367039e-01,9.339171556631240545e-01,2.198548098984112187e-01,5.032084519629846930e-01,6.561498720581346866e-01,4.976639222111691740e-01,5.441834899054516228e-01,1.593499988273827661e-02,6.162624903895713713e-01,5.731009959825519307e-01,7.777107574736699114e-01,7.613560213295242907e-01,8.436674792168583625e-01,8.245753572375428275e-01,2.653830778375287913e-02,3.007903986395551454e-01,6.140585905458787463e-01,1.397011733582460558e-01
3.978626845328681050e-02,6.953300697859001733e-01,4.521105079484413203e-01,1.655328780830105373e-01,2.695172752567488450e-01,5.867977532992088019e-01,3.860202420041167759e-01,9.677606754263903266e-01,3.486372149727352543e-01,4.153902905882975727e-01,5.387953249181161031e-01,8.515379937402433042e-01,7.847753558281195252e-01,1.339769813116392649e-01,2.864093745264442159e-01,9.444466790989246574e-01,8.101074287776066640e-02,5.172835092490261077e-01,4.897082391183158467e-01,3.570225283478534184e-01,8.714071554175346623e-01,5.819048118842286010e-01,7.449933071411104502e-01,9.083036984165125949e-01,2.363355180469700612e-01
6.723295883985141996e-01,5.220890135976004043e-01,1.368685371912740090e-01,2.603715200806071550e-01,3.992895908176109510e-01,5.553198032530326511e-02,1.169141616593537547e-01,2.787790162473910982e-01,9.184759400463615719e-02,5.395717195480135286e-01,7.148500649484620384e-01,9.612398627607932067e-02,3.998681562130618206e-01,8.711313682588359697e-01,4.121731066536915566e-01,6.575779637639266317e-01,2.795106261108210033e-01,2.933832021275970536e-01,9.403757066646761809e-01,8.915569472486439828e-02,5.999748866918438450e-01,8.980275092662615144e-02,4.542707828430382344e-01,7.981470497766600669e-01,5.117790805204317506e-01
